Facility,N,Overall Missing Percent
1916,1,0.2127659574468085
1918,1,0.2127659574468085
1920,2,0.2127659574468085
1928,1,0.2127659574468085
1605,3,0.2127659574468085
1607,2,0.2127659574468085
1611,1,0.2127659574468085
1613,1,0.2127659574468085
1653,1,0.2127659574468085
1655,1,0.2127659574468085
1657,1,0.2127659574468085
1630,1,0.2127659574468085
1931,1,0.2127659574468085
1932,1,0.2127659574468085
1933,2,0.2127659574468085
1935,1,0.2127659574468085
1939,1,0.2127659574468085
1941,2,0.2127659574468085
1943,1,0.2127659574468085
1947,2,0.2127659574468085
1954,1,0.2127659574468085
1956,1,0.2127659574468085
1599,1,0.2127659574468085
1904,1,0.2127659574468085
1905,2,0.2127659574468085
1906,1,0.2127659574468085
1908,1,0.2127659574468085
1964,1,0.2127659574468085
2015,1,0.2127659574468085
2016,1,0.2127659574468085
2017,1,0.2127659574468085
2018,1,0.2127659574468085
2023,1,0.2127659574468085
2094,1,0.2127659574468085
2097,1,0.2127659574468085
2099,1,0.2127659574468085
1584,1,0.2127659574468085
1592,2,0.2127659574468085
1617,1,0.2127659574468085
1620,1,0.2127659574468085
1625,3,0.2127659574468085
1627,1,0.2127659574468085
2108,1,0.2127659574468085
2109,1,0.2127659574468085
2110,1,0.2127659574468085
2112,1,0.2127659574468085
2118,1,0.2127659574468085
2120,1,0.2127659574468085
2123,1,0.2127659574468085
1553,2,0.2127659574468085
1554,1,0.2127659574468085
1556,1,0.2127659574468085
1559,2,0.2127659574468085
1560,2,0.2127659574468085
1601,2,0.2127659574468085
1603,2,0.2127659574468085
1959,1,0.2127659574468085
1960,1,0.2127659574468085
1537,2,0.2127659574468085
1538,2,0.2127659574468085
2124,1,0.2127659574468085
